CompanyCode,CompanyName,IndustryCode,Province
002348,高乐股份,广东省,C24
002349,精华制药,江苏省,C27
002350,北京科锐,北京市,C38
002351,漫步者,广东省,C39
002352,顺丰控股,广东省,G60
002353,杰瑞股份,山东省,C35
002354,天娱数科,辽宁省,I64
002355,兴民智通,山东省,C36
002356,*ST 赫美,广东省,F52
002357,富临运业,四川省,G54
002358,ST 森源,河南省,C38
002360,同德化工,山西省,C26
002361,神剑股份,安徽省,C26
002362,汉王科技,北京市,C39
002363,隆基机械,山东省,C36
002364,中恒电气,浙江省,C38
002365,永安药业,湖北省,C27
002367,康力电梯,江苏省,C34
002368,太极股份,北京市,I65
002369,卓翼科技,广东省,C39
002370,亚太药业,浙江省,C27
002371,北方华创,北京市,C35
002372,伟星新材,浙江省,C29
002373,千方科技,北京市,I65
002374,中锐股份,山东省,C33
002375,亚厦股份,浙江省,E50
002376,新北洋,山东省,C39
002377,国创高新,湖北省,K70
002378,章源钨业,江西省,C32
002379,宏创控股,山东省,C32
002380,科远智慧,江苏省,I65
002381,双箭股份,浙江省,C29
002382,蓝帆医疗,山东省,C35
002383,合众思壮,北京市,C39
002384,东山精密,江苏省,C39
002385,大北农,北京市,C13
002386,天原股份,四川省,C26
002387,维信诺,江苏省,C39
002388,新亚制程,广东省,C39
002389,航天彩虹,浙江省,C39
002390,信邦制药,贵州省,C27
002391,长青股份,江苏省,C26
002392,北京利尔,北京市,C30
002393,力生制药,天津市,C27
002394,联发股份,江苏省,C17
002395,双象股份,江苏省,C29
002396,星网锐捷,福建省,C39
002397,梦洁股份,湖南省,C17
002398,垒知集团,福建省,C26
002399,海普瑞,广东省,C27
002400,省广集团,广东省,L72
002401,中远海科,上海市,I65
002402,和而泰,广东省,C39
002403,爱仕达,浙江省,C33
002404,嘉欣丝绸,浙江省,C18
002405,四维图新,北京市,I65
002406,远东传动,河南省,C36
002407,多氟多,河南省,C26
002408,齐翔腾达,山东省,C26
002409,雅克科技,江苏省,C26
002410,广联达,北京市,I65
002412,汉森制药,湖南省,C27
002413,雷科防务,江苏省,C39
002414,高德红外,湖北省,C39
002415,海康威视,浙江省,C39
002416,爱施德,广东省,F51
002418,康盛股份,浙江省,C34
002419,天虹股份,广东省,F52
002420,毅昌科技,广东省,C29
002421,达实智能,广东省,I65
002422,科伦药业,四川省,C27
002423,中粮资本,河南省,J69
002424,贵州百灵,贵州省,C27
002425,凯撒文化,广东省,I64
002426,胜利精密,江苏省,C39
002428,云南锗业,云南省,C32
002429,兆驰股份,广东省,C39
002430,杭氧股份,浙江省,C35
002431,棕榈股份,河南省,E48
002432,九安医疗,天津市,C35
002434,万里扬,浙江省,C36
002435,长江健康,江苏省,C27
002436,兴森科技,广东省,C39
002437,誉衡药业,黑龙江省,C27
002438,江苏神通,江苏省,C34
002439,启明星辰,北京市,I65
002440,闰土股份,浙江省,C26
002441,众业达,广东省,F51
002442,龙星化工,河北省,C26
002443,金洲管道,浙江省,C33
002444,巨星科技,浙江省,C33
002445,中南文化,江苏省,R86
002446,盛路通信,广东省,C39
002448,中原内配,河南省,C36
002449,国星光电,广东省,C39
002451,摩恩电气,上海市,C38
002452,长高集团,湖南省,C38
002453,华软科技,江苏省,I65
002454,松芝股份,上海市,C36
002455,百川股份,江苏省,C26
002456,欧菲光,广东省,C39
002457,青龙管业,宁夏回族自治区,C30
002458,益生股份,山东省,A03
002459,晶澳科技,河北省,C38
002460,赣锋锂业,江西省,C32
002461,珠江啤酒,广东省,C15
002462,嘉事堂,北京市,F51
002463,沪电股份,江苏省,C39
002465,海格通信,广东省,C39
002466,天齐锂业,四川省,C32
002467,二六三,北京市,I64
002468,申通快递,浙江省,G60
002469,三维化学,山东省,C26
002471,中超控股,江苏省,C38
002472,双环传动,浙江省,C34
002474,榕基软件,福建省,I65
002475,立讯精密,广东省,C39
002476,宝莫股份,山东省,C26
002478,常宝股份,江苏省,C33
002479,富春环保,浙江省,D44
002480,新筑股份,四川省,C34
002481,双塔食品,山东省,C14
002483,润邦股份,江苏省,C34
002484,江海股份,江苏省,C39
002486,嘉麟杰,上海市,C18
002487,大金重工,辽宁省,C33
002488,金固股份,浙江省,C36
002489,浙江永强,浙江省,C21
002490,山东墨龙,山东省,C35
002491,通鼎互联,江苏省,C38
002492,恒基达鑫,广东省,G59
002493,荣盛石化,浙江省,C28
002494,华斯股份,河北省,C19
002495,佳隆股份,广东省,C14
002496,ST 辉丰,江苏省,C26
002497,雅化集团,四川省,C26
002498,汉缆股份,山东省,C38
002500,山西证券,山西省,J67
002501,*ST 利源,吉林省,C32
002502,鼎龙文化,广东省,R86
002503,搜于特,广东省,C18
002505,鹏都农牧,湖南省,F51
002506,协鑫集成,上海市,C39
002507,涪陵榨菜,重庆市,C14
002508,老板电器,浙江省,C38
002510,天汽模,天津市,C36
002511,中顺洁柔,广东省,C22
002512,达华智能,福建省,C39
002513,蓝丰生化,江苏省,C26
002514,宝馨科技,江苏省,C33
002515,金字火腿,浙江省,C13
002516,旷达科技,江苏省,C17
002517,恺英网络,福建省,I64
002518,科士达,广东省,C38
002519,银河电子,江苏省,C39
002520,日发精机,浙江省,C34
002521,齐峰新材,山东省,C22
002522,浙江众成,浙江省,C29
002523,天桥起重,湖南省,C34
002524,光正眼科,新疆维吾尔自治区,Q83
002526,山东矿机,山东省,C35
002527,新时达,上海市,C38
002528,英飞拓,广东省,C39
002529,海源复材,江西省,C34
002530,金财互联,江苏省,I64
002531,天顺风能,江苏省,C38
002532,天山铝业,浙江省,C32
002533,金杯电工,湖南省,C38
002534,西子洁能,浙江省,C34
002536,飞龙股份,河南省,C36
002537,海联金汇,山东省,C34
002538,司尔特,安徽省,C26
002539,云图控股,四川省,C26
002540,亚太科技,江苏省,C32
002541,鸿路钢构,安徽省,C33
002542,中化岩土,北京市,E48
002543,万和电气,广东省,C38
002544,杰赛科技,广东省,I65
002545,东方铁塔,山东省,C33
002546,新联电子,江苏省,C38
002547,春兴精工,江苏省,C33
002548,金新农,广东省,C13
002549,凯美特气,湖南省,N77
002550,千红制药,江苏省,C27
002551,尚荣医疗,广东省,C35
002552,宝鼎科技,浙江省,C34
002553,南方轴承,江苏省,C34
002554,惠博普,湖南省,B11
002555,三七互娱,安徽省,I64
002556,辉隆股份,安徽省,F52
002557,洽洽食品,安徽省,C13
002558,巨人网络,重庆市,I64
002559,亚威股份,江苏省,C34
002560,通达股份,河南省,C38
002561,徐家汇,上海市,F52
002562,兄弟科技,浙江省,C27
002563,森马服饰,浙江省,C18
002564,天沃科技,江苏省,E48
002565,顺灏股份,上海市,C22
002566,益盛药业,吉林省,C27
002567,唐人神,湖南省,C13
002568,百润股份,上海市,C15
002570,贝因美,浙江省,C14
002571,德力股份,安徽省,C30
002572,索菲亚,广东省,C21
002573,清新环境,北京市,N77
002574,明牌珠宝,浙江省,C24
002575,*ST 群兴,广东省,C24
002576,通达动力,江苏省,C38
002577,雷柏科技,广东省,C39
002578,闽发铝业,福建省,C32
002579,中京电子,广东省,C39
002580,圣阳股份,山东省,C38
002581,未名医药,山东省,C27
002582,好想你,河南省,C13
002583,海能达,广东省,C39
002584,西陇科学,广东省,C26
002585,双星新材,江苏省,C29
002587,奥拓电子,广东省,C39
002588,史丹利,山东省,C26
002589,瑞康医药,山东省,F51
002590,万安科技,浙江省,C36
002591,恒大高新,江西省,C26
002593,日上集团,福建省,C36
002594,比亚迪,广东省,C36
002595,豪迈科技,山东省,C35
002596,海南瑞泽,海南省,C30
002597,金禾实业,安徽省,C14
002598,山东章鼓,山东省,C34
002599,盛通股份,北京市,C23
002600,领益智造,广东省,C39
002601,龙佰集团,河南省,C26
002602,世纪华通,浙江省,I65
002603,以岭药业,河北省,C27
002605,姚记科技,上海市,I64
002606,大连电瓷,辽宁省,C38
002607,中公教育,安徽省,P82
002608,江苏国信,江苏省,D44
002609,捷顺科技,广东省,I65
002610,爱康科技,江苏省,C38
002611,东方精工,广东省,C35
002612,朗姿股份,北京市,C18
002613,北玻股份,河南省,C35
002614,奥佳华,福建省,C38
002615,哈尔斯,浙江省,C33
002616,长青集团,广东省,N77
002617,露笑科技,浙江省,C38
002620,瑞和股份,广东省,E50
002621,美吉姆,辽宁省,P82
002622,融钰集团,吉林省,C38
002623,亚玛顿,江苏省,C30
002624,完美世界,浙江省,I64
002625,光启技术,广东省,C37
002626,金达威,福建省,C14
002627,三峡旅游,湖北省,G54
002628,成都路桥,四川省,E48
002629,仁智股份,浙江省,B11
002630,华西能源,四川省,C34
002631,德尔未来,江苏省,C20
002632,道明光学,浙江省,C26
002633,申科股份,浙江省,C34
002634,棒杰股份,浙江省,C18
002635,安洁科技,江苏省,C39
002636,金安国纪,上海市,C39
002637,赞宇科技,浙江省,C26
002638,勤上股份,广东省,C38
002639,雪人股份,福建省,C34
002640,*ST 跨境,山西省,F52
002641,公元股份,浙江省,C29
002642,荣联科技,北京市,I65
002643,万润股份,山东省,C26
002644,佛慈制药,甘肃省,C27
002645,华宏科技,江苏省,C35
002646,天佑德酒,青海省,C15
002647,仁东控股,浙江省,J69
002648,卫星化学,浙江省,C26
002649,博彦科技,北京市,I65
002650,加加食品,湖南省,C14
002651,利君股份,四川省,C35
002652,扬子新材,江苏省,C33
002653,海思科,西藏自治区,C27
002654,万润科技,广东省,L72
002655,共达电声,山东省,C39
002657,中科金财,北京市,I65
002658,雪迪龙,北京市,C40
002659,凯文教育,北京市,P82
002660,茂硕电源,广东省,C39
002661,克明食品,湖南省,C14
002662,京威股份,北京市,C36
002663,普邦股份,广东省,E48
002664,长鹰信质,浙江省,C36
002665,首航高科,甘肃省,C38
002666,德联集团,广东省,C26
002667,鞍重股份,辽宁省,C35
002668,ST 奥马,广东省,C38
002669,康达新材,上海市,C26
002670,国盛金控,广东省,J67
002671,龙泉股份,山东省,C30
002672,东江环保,广东省,C42
002673,西部证券,陕西省,J67
002674,兴业科技,福建省,C19
002675,东诚药业,山东省,C27
002676,顺威股份,广东省,C29
002677,浙江美大,浙江省,C38
002678,珠江钢琴,广东省,C24
002679,福建金森,福建省,A02
002681,奋达科技,广东省,C39
002682,龙洲股份,福建省,G54
002683,广东宏大,广东省,B11
002685,华东重机,江苏省,C34
002686,亿利达,浙江省,C34
002687,乔治白,浙江省,C18
002688,金河生物,内蒙古自治区,C27
002689,远大智能,辽宁省,C34
002690,美亚光电,安徽省,C35
002691,冀凯股份,河北省,C35
002693,双成药业,海南省,C27
002694,顾地科技,湖北省,C29
002695,煌上煌,江西省,C13
002696,百洋股份,广西壮族自治区,A04
002697,红旗连锁,四川省,F52
002698,博实股份,黑龙江省,C35
002701,奥瑞金,北京市,C33
002702,海欣食品,福建省,C13
002703,浙江世宝,浙江省,C36
002705,新宝股份,广东省,C38
002706,良信股份,上海市,C38
002707,众信旅游,北京市,L72
002708,光洋股份,江苏省,C36
002709,天赐材料,广东省,C26
002712,思美传媒,浙江省,L72
002713,东易日盛,北京市,E50
002714,牧原股份,河南省,A03
002715,登云股份,广东省,C36
002716,金贵银业,湖南省,C32
002717,岭南股份,广东省,N77
002718,友邦吊顶,浙江省,C41
002719,麦趣尔,新疆维吾尔自治区,C14
002721,金一文化,北京市,C24
002722,金轮股份,江苏省,C33
002723,金莱特,广东省,C38
002724,海洋王,广东省,C38
002725,跃岭股份,浙江省,C36
002726,龙大美食,山东省,C13
002727,一心堂,云南省,F52
002728,特一药业,广东省,C27
002729,好利科技,福建省,C39
002730,电光科技,浙江省,C35
002731,萃华珠宝,辽宁省,C24
002732,燕塘乳业,广东省,C14
002733,雄韬股份,广东省,C38
002734,利民股份,江苏省,C26
002735,王子新材,广东省,C29
002736,国信证券,广东省,J67
002737,葵花药业,黑龙江省,C27
002738,中矿资源,北京市,C32
002739,万达电影,北京市,R86
002741,光华科技,广东省,C26
002743,富煌钢构,安徽省,C33
002745,木林森,广东省,C38
002746,仙坛股份,山东省,C13
002747,埃斯顿,江苏省,C40
002748,世龙实业,江西省,C26
002749,国光股份,四川省,C26
002750,龙津药业,云南省,C27
002752,昇兴股份,福建省,C33
002753,永东股份,山西省,C26
002755,奥赛康,北京市,C27
002756,永兴材料,浙江省,C31
002757,南兴股份,广东省,C35
002758,浙农股份,浙江省,F51
002759,天际股份,广东省,C38
002760,凤形股份,安徽省,C33
002761,浙江建投,浙江省,E48
002762,金发拉比,广东省,C18
002763,汇洁股份,广东省,C18
002765,蓝黛科技,重庆市,C36
002766,*ST 索菱,广东省,C39
002767,先锋电子,浙江省,C40
002768,国恩股份,山东省,C29
002769,普路通,广东省,L72
002771,真视通,北京市,I65
002772,众兴菌业,甘肃省,A01
002773,康弘药业,四川省,C27
002774,快意电梯,广东省,C34
002775,文科园林,广东省,E48
002777,久远银海,四川省,I65
002778,中晟高科,江苏省,C25
002779,中坚科技,浙江省,C35
002780,三夫户外,北京市,F52
002782,可立克,广东省,C39
002783,凯龙股份,湖北省,C26
002785,万里石,福建省,C30
002786,银宝山新,广东省,C35
002787,华源控股,江苏省,C33
002788,鹭燕医药,福建省,F51
002789,建艺集团,广东省,E50
002790,瑞尔特,福建省,C29
002791,坚朗五金,广东省,C33
002792,通宇通讯,广东省,C39
002793,罗欣药业,浙江省,C27
002795,永和智控,浙江省,C34
002796,世嘉科技,江苏省,C39
002797,第一创业,广东省,J67
002798,帝欧家居,四川省,C30
002799,环球印务,陕西省,C22
002800,天顺股份,新疆维吾尔自治区,G54
002801,微光股份,浙江省,C38
002802,洪汇新材,江苏省,C26
002803,吉宏股份,福建省,I64
002805,丰元股份,山东省,C26
002806,华锋股份,广东省,C39
002807,江阴银行,江苏省,J66
002808,恒久科技,江苏省,C34
002809,红墙股份,广东省,C26
002810,山东赫达,山东省,C26
002811,郑中设计,广东省,E50
002812,恩捷股份,云南省,C29
002813,路畅科技,广东省,C39
002815,崇达技术,广东省,C39
002816,和科达,广东省,C34
002817,黄山胶囊,安徽省,C27
002818,富森美,四川省,L72
002819,东方中科,北京市,F51
002820,桂发祥,天津市,C14
002821,凯莱英,天津市,C27
002822,中装建设,广东省,E50
002823,凯中精密,广东省,C38
002824,和胜股份,广东省,C32
002825,纳尔股份,上海市,C29
002826,易明医药,西藏自治区,C27
002827,高争民爆,西藏自治区,C26
002828,贝肯能源,新疆维吾尔自治区,B11
002829,星网宇达,北京市,C39
002830,名雕股份,广东省,E50
002831,裕同科技,广东省,C22
002832,比音勒芬,广东省,C18
002833,弘亚数控,广东省,C35
002835,同为股份,广东省,C39
002836,新宏泽,广东省,C23
002837,英维克,广东省,C35
002838,道恩股份,山东省,C29
002839,张家港行,江苏省,J66
002840,华统股份,浙江省,C13
002841,视源股份,广东省,C39
002842,翔鹭钨业,广东省,C32
002843,泰嘉股份,湖南省,C33
002845,同兴达,广东省,C39
002846,英联股份,广东省,C33
002847,盐津铺子,湖南省,C14
002848,高斯贝尔,湖南省,C39
002849,威星智能,浙江省,C40
002850,科达利,广东省,C33
002851,麦格米特,广东省,C38
002852,道道全,湖南省,C13
002853,皮阿诺,广东省,C21
002855,捷荣技术,广东省,C39
002856,美芝股份,广东省,E50
002857,三晖电气,河南省,C40
002858,力盛赛车,上海市,R88
002859,洁美科技,浙江省,C39
002860,星帅尔,浙江省,C38
002861,瀛通通讯,湖北省,C39
002862,实丰文化,广东省,C24
002863,今飞凯达,浙江省,C36
002864,盘龙药业,陕西省,C27
002865,钧达股份,海南省,C36
002866,传艺科技,江苏省,C39
002867,周大生,广东省,C41
002868,绿康生化,福建省,C27
002869,金溢科技,广东省,C39
002870,香山股份,广东省,C36
002871,伟隆股份,山东省,C34
002873,新天药业,贵州省,C27
002875,安奈儿,广东省,C18
002876,三利谱,广东省,C39
002877,智能自控,江苏省,C40
002878,元隆雅图,北京市,L72
002879,长缆科技,湖南省,C38
002880,卫光生物,广东省,C27
002881,美格智能,广东省,C39
002882,金龙羽,广东省,C38
002883,中设股份,江苏省,M74
002884,凌霄泵业,广东省,C34
002885,京泉华,广东省,C39
002886,沃特股份,广东省,C29
002887,绿茵生态,天津市,N77
002888,惠威科技,广东省,C39
002889,东方嘉盛,广东省,L72
002890,弘宇股份,山东省,C35
002891,中宠股份,山东省,C13
002892,科力尔,湖南省,C38
002893,华通热力,北京市,D44
002895,川恒股份,贵州省,C26
002896,中大力德,浙江省,C34
002897,意华股份,浙江省,C39
002898,赛隆药业,广东省,C27
002899,英派斯,山东省,C24
002900,哈三联,黑龙江省,C27
002901,大博医疗,福建省,C35
002902,铭普光磁,广东省,C39
002903,宇环数控,湖南省,C34
002905,金逸影视,广东省,R86
002906,华阳集团,广东省,C39
002907,华森制药,重庆市,C27
002908,德生科技,广东省,I65
002909,集泰股份,广东省,C26
002910,庄园牧场,甘肃省,C14
002911,佛燃能源,广东省,D45
002912,中新赛克,广东省,I65
002913,奥士康,湖南省,C39
002915,中欣氟材,浙江省,C26
002916,深南电路,广东省,C39
002917,金奥博,广东省,C26
002918,蒙娜丽莎,广东省,C30
002919,名臣健康,广东省,C26
002920,德赛西威,广东省,C36
002921,联诚精密,山东省,C33
002922,伊戈尔,广东省,C38
002923,润都股份,广东省,C27
002925,盈趣科技,福建省,C39
002926,华西证券,四川省,J67
002927,泰永长征,贵州省,C38
002928,华夏航空,贵州省,G56
002929,润建股份,广西壮族自治区,I65
002930,宏川智慧,广东省,G59
002931,锋龙股份,浙江省,C35
002932,明德生物,湖北省,C27
002933,新兴装备,北京市,C37
002935,天奥电子,四川省,C39
002936,郑州银行,河南省,J66
002937,兴瑞科技,浙江省,C39
002938,鹏鼎控股,广东省,C39
002939,长城证券,广东省,J67
002940,昂利康,浙江省,C27
002941,新疆交建,新疆维吾尔自治区,E48
002942,新农股份,浙江省,C26
002943,宇晶股份,湖南省,C34
002945,华林证券,西藏自治区,J67
002946,新乳业,四川省,C14
002947,恒铭达,江苏省,C39
002948,青岛银行,山东省,J66
002949,华阳国际,广东省,M74
002950,奥美医疗,湖北省,C35
002951,金时科技,四川省,C23
002952,亚世光电,辽宁省,C39
002953,日丰股份,广东省,C38
002955,鸿合科技,北京市,C39
002956,西麦食品,广西壮族自治区,C14
002957,科瑞技术,广东省,C35
002958,青农商行,山东省,J66
002959,小熊电器,广东省,C38
002960,青鸟消防,河北省,C39
002961,瑞达期货,福建省,J67
002962,五方光电,湖北省,C39
002963,豪尔赛,北京市,E50
002965,祥鑫科技,广东省,C33
002966,苏州银行,江苏省,J66
002967,广电计量,广东省,M74
002968,新大正,重庆市,K70
002969,嘉美包装,安徽省,C33
002970,锐明技术,广东省,I65
002971,和远气体,湖北省,C26
002972,科安达,广东省,C39
002973,侨银股份,广东省,N78
002975,博杰股份,广东省,C35
002976,瑞玛精密,江苏省,C33
002977,天箭科技,四川省,C39
002978,安宁股份,四川省,B09
002979,雷赛智能,广东省,C40
002980,华盛昌,广东省,C40
002981,朝阳科技,广东省,C39
002982,湘佳股份,湖南省,A03
002983,芯瑞达,安徽省,C39
002984,森麒麟,山东省,C29
002985,北摩高科,北京市,C37
002986,宇新股份,湖南省,C26
002987,京北方,北京市,I65
002988,豪美新材,广东省,C32
002989,中天精装,广东省,E50
002990,盛视科技,广东省,I65
002991,甘源食品,江西省,C13
002992,宝明科技,广东省,C39
002993,奥海科技,广东省,C39
002995,天地在线,北京市,I64
002996,顺博合金,重庆市,C42
002997,瑞鹄模具,安徽省,C35
002998,优彩资源,江苏省,C28
002999,天禾股份,广东省,F52
003000,劲仔食品,湖南省,C13
003001,中岩大地,北京市,E48
003002,壶化股份,山西省,C26
003003,天元股份,广东省,C23
003004,声迅股份,北京市,I65
003005,竞业达,北京市,I65
003006,百亚股份,重庆市,C22
003007,直真科技,北京市,I65
003008,开普检测,河南省,M74
003009,中天火箭,陕西省,C37
003010,若羽臣,广东省,I64
003011,海象新材,浙江省,C29
003012,东鹏控股,广东省,C30
003013,地铁设计,广东省,M74
003015,日久光电,江苏省,C39
003016,欣贺股份,福建省,C18
003017,大洋生物,浙江省,C26
003018,金富科技,广东省,C29
003019,宸展光电,福建省,C39
003020,立方制药,安徽省,F51
003021,兆威机电,广东省,C38
003022,联泓新科,山东省,C26
003023,彩虹集团,四川省,C38
003025,思进智能,浙江省,C34
003026,中晶科技,浙江省,C39
003027,同兴环保,安徽省,N77
003028,振邦智能,广东省,C39
003029,吉大正元,吉林省,I65
003030,祖名股份,浙江省,C13
003031,中瓷电子,河北省,C39
003032,传智教育,江苏省,P82
003033,征和工业,山东省,C34
003035,南网能源,广东省,M75
003036,泰坦股份,浙江省,C35
003037,三和管桩,广东省,C30
003038,鑫铂股份,安徽省,C32
003039,顺控发展,广东省,D46
003040,楚天龙,广东省,C39
003041,真爱美家,浙江省,C17
003042,中农联合,山东省,C26
003043,华亚智能,江苏省,C33
003816,中国广核,广东省,D44
200054,建车B,重庆市,C37
200468,宁通信B,江苏省,C39
200512,闽灿坤B,福建省,C38
200706,瓦轴B,辽宁省,C34
200771,杭汽轮B,浙江省,C34
200992,中鲁B,山东省,A04
300001,特锐德,山东省,C38
300002,神州泰岳,北京市,I65
300003,乐普医疗,北京市,C35
300004,南风股份,广东省,C34
300005,探路者,北京市,C18
300006,莱美药业,重庆市,C27
300007,汉威科技,河南省,C40
300008,天海防务,上海市,E48
300009,安科生物,安徽省,C27
300010,豆神教育,北京市,I65
300011,鼎汉技术,北京市,C37
300012,华测检测,广东省,M74
300013,新宁物流,江苏省,G59
300014,亿纬锂能,广东省,C38
300015,爱尔眼科,湖南省,Q83
300016,北陆药业,北京市,C27
300017,网宿科技,上海市,I65
300018,中元股份,湖北省,C38
300019,硅宝科技,四川省,C26
300020,银江技术,浙江省,I65
300021,大禹节水,甘肃省,C29
300022,吉峰科技,四川省,F52
300024,机器人,辽宁省,C34
300025,华星创业,浙江省,I65
300026,红日药业,天津市,C27
300027,华谊兄弟,浙江省,R86
300030,阳普医疗,广东省,C35
300031,宝通科技,江苏省,I64
300032,金龙机电,浙江省,C38
300033,同花顺,浙江省,J69
300034,钢研高纳,北京市,C32
300035,中科电气,湖南省,C38
300036,超图软件,北京市,I65
300037,新宙邦,广东省,C26
300039,上海凯宝,上海市,C27
300040,九洲集团,黑龙江省,C38
300041,回天新材,湖北省,C26
300042,朗科科技,广东省,C39
300043,星辉娱乐,广东省,I64
300044,*ST 赛为,广东省,I65
300045,华力创通,北京市,C39
300046,台基股份,湖北省,C39
300047,天源迪科,广东省,I65
300048,合康新能,北京市,C38
300049,福瑞股份,内蒙古自治区,C35
300050,世纪鼎利,广东省,I65
300051,ST 三五,福建省,I65
300052,中青宝,广东省,I64
300053,欧比特,广东省,C39
300054,鼎龙股份,湖北省,C26
300055,万邦达,北京市,E48
300056,中创环保,福建省,C35
300057,万顺新材,广东省,C32
300058,蓝色光标,北京市,L72
300059,东方财富,上海市,J67
300061,旗天科技,上海市,L72
300062,中能电气,福建省,C38
300063,天龙集团,广东省,L72
300065,海兰信,北京市,C39
300066,三川智慧,江西省,C40
300067,安诺其,上海市,C26
300068,南都电源,浙江省,C38
300069,金利华电,山西省,C38
300070,碧水源,北京市,N77
300071,*ST 嘉信,北京市,L72
300072,三聚环保,北京市,C26
300073,当升科技,北京市,C38
300074,华平股份,上海市,I65
300075,数字政通,北京市,I65
300076,GQY视讯,浙江省,C39
300077,国民技术,广东省,C39
300078,思创医惠,浙江省,C39
300079,数码视讯,北京市,C39
300080,易成新能,河南省,C30
300081,恒信东方,北京市,M74
300082,奥克股份,辽宁省,C26
300083,创世纪,广东省,C34
300084,海默科技,甘肃省,B11
300085,银之杰,广东省,I65
300086,康芝药业,海南省,C27
300087,荃银高科,安徽省,A01
300088,长信科技,安徽省,C39
300091,金通灵,江苏省,C34
300092,科新机电,四川省,C35
300093,金刚玻璃,广东省,C30
300094,国联水产,广东省,C13
300095,华伍股份,江西省,C35
300096,易联众,福建省,I65
300097,智云股份,辽宁省,C35
300098,高新兴,广东省,I65
300099,精准信息,山东省,C35
300100,双林股份,浙江省,C36
300101,振芯科技,四川省,C39
300102,乾照光电,福建省,C39
300103,达刚控股,陕西省,N77
300105,龙源技术,山东省,C38
300106,西部牧业,新疆维吾尔自治区,A03
300107,建新股份,河北省,C26
300109,新开源,河南省,C26
300110,华仁药业,山东省,C27
300111,向日葵,浙江省,C27
300112,万讯自控,广东省,C40
300113,顺网科技,浙江省,I64
300114,中航电测,陕西省,C39
300115,长盈精密,广东省,C39
300116,保力新,陕西省,C38
300117,嘉寓股份,北京市,E50
300118,东方日升,浙江省,C38
300119,瑞普生物,天津市,C27
300120,经纬辉开,天津市,C39
300121,阳谷华泰,山东省,C26
300122,智飞生物,重庆市,C27
300123,亚光科技,湖南省,C37
300124,汇川技术,广东省,C38
300125,聆达股份,辽宁省,C38
300126,锐奇股份,上海市,C34
300127,银河磁体,四川省,C39
300128,锦富技术,江苏省,C39
300129,泰胜风能,上海市,C38
300130,新国都,广东省,C35
300131,英唐智控,广东省,F51
300132,青松股份,福建省,C26
300133,华策影视,浙江省,R86
300134,大富科技,安徽省,C39
300135,宝利国际,江苏省,C26
300136,信维通信,广东省,C39
300137,先河环保,河北省,C40
300138,晨光生物,河北省,C13
300139,晓程科技,北京市,C39
300140,中环装备,陕西省,C35
300141,和顺电气,江苏省,C38
300142,沃森生物,云南省,C27
300143,盈康生命,山东省,Q83
300144,宋城演艺,浙江省,R87
300145,中金环境,浙江省,C34
300146,汤臣倍健,广东省,C14
300147,香雪制药,广东省,C27
300148,天舟文化,湖南省,I64
300149,睿智医药,广东省,M73
300150,世纪瑞尔,北京市,I65
300151,昌红科技,广东省,C35
300152,科融环境,河北省,N77
300153,科泰电源,上海市,C38
300154,瑞凌股份,广东省,C34
300155,安居宝,广东省,C39
300157,恒泰艾普,北京市,B11
